id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7390757,Appartement de 60 m2 à Bruxelles,38657366,Benedicte,,Ixelles,50.82472,4.38301,Entire home/apt,40,5,0,,,1,0
7398230,Spacieux Rez de chaussée familial +jardin,37789108,Annelore,,Anderlecht,50.84124,4.32917,Entire home/apt,120,5,0,,,1,0
7400275,Brussels 2 bedrooms max 4 Guests,14383833,John,,Woluwe-Saint-Lambert,50.84716,4.43998,Entire home/apt,77,1,115,2019-11-11,2.28,1,266
7408409,Sweet private little room : EU Quarter,38818303,Coloc,,Etterbeek,50.83617,4.38513,Private room,30,10,20,2019-07-31,0.38,1,312
7408558,chambre dans appartement,26774874,Autret,,Woluwe-Saint-Pierre,50.82869,4.41692,Private room,35,1,0,,,1,0
7411291,Maison avec jardin proche du centre,26397454,Chloé,,Ixelles,50.83369,4.36051,Private room,45,1,0,,,1,0
7424472,Big room with super view down town,15435365,Elisa,,Bruxelles,50.84718,4.35671,Private room,75,1,0,,,1,0
7427308,STUNNNG HAVEN OF PEACE IN AN ART NOUVEAU GEM !,38905574,Audrey,,Ixelles,50.82243,4.37184,Entire home/apt,95,1,198,2019-11-14,3.86,1,66
7427527,2 bed loft w/ Brussels skyline view,3734893,Dieter,,Bruxelles,50.84269,4.34307,Entire home/apt,73,7,0,,,1,0
7427630,Dormitorio luminoso en barrio residencial,38904343,Eduardo,,Uccle,50.79684,4.34345,Private room,35,1,27,2019-11-16,0.86,1,355
7431587,Sterckmans,22944521,Maid,,Woluwe-Saint-Lambert,50.84075,4.41976,Entire home/apt,60,1,0,,,1,0
7436267,maison lumineuse et saine,38954240,Celine,,Schaerbeek,50.87117,4.38999,Private room,31,1,1,2015-08-11,0.02,1,0
7447987,Spacious apartment in the center,7347530,Steven,,Bruxelles,50.85426,4.34338,Entire home/apt,45,2,10,2016-07-01,0.19,1,0
7448310,Light and Simple,6232268,Zav,,Bruxelles,50.8731,4.3508,Entire home/apt,47,3,10,2018-08-19,0.20,1,0
7449202,Cozy studio in int'l residence 6A,23082521,Serenia,,Saint-Josse-ten-Noode,50.85511,4.36712,Private room,25,90,7,2016-02-21,0.14,83,262
7450226,BIG BEDROOM IN A LOVELY HOUSE,6623594,François,,Ixelles,50.83236,4.36935,Private room,28,7,1,2015-10-17,0.02,2,0
7453194,Charming apartment in Brussels,6895644,Jessica,,Uccle,50.79613,4.32234,Entire home/apt,59,2,57,2019-10-25,1.10,2,127
7454283,Cozy studio in int'l residence 6B,23082521,Serenia,,Saint-Josse-ten-Noode,50.85512,4.36896,Private room,25,90,1,2015-07-26,0.02,83,322
7454733,New studio in int'l residence T6D,23082521,Serenia,,Saint-Josse-ten-Noode,50.85487,4.36864,Private room,25,90,8,2017-07-02,0.17,83,109
7469093,Lovely room in design renovated factory - BXL CENT,17293272,Thomas,,Bruxelles,50.85111,4.33989,Private room,27,4,1,2019-10-04,0.64,1,5
7472047,Trendy Chatelain Ixelles Brussels,37701935,Frederic,,Ixelles,50.82425,4.36373,Entire home/apt,90,28,8,2019-07-01,0.23,1,281
7473400,appartement clartif et soyeux.,39142601,Julien,,Bruxelles,50.81482,4.37468,Entire home/apt,51,1,0,,,2,0
7474838,Nice flat close to Josaphat Parc,39147554,Caroline,,Schaerbeek,50.87104,4.38156,Entire home/apt,65,12,14,2019-05-01,0.31,1,322
7479915,Apartment in  St gilles close to Chatelain,18963654,Michel,,Saint-Gilles,50.82188,4.35186,Entire home/apt,71,3,171,2019-11-18,3.28,5,242
7480225,Beautiful large room close to the center of Bxl,31135010,Barbara,,Molenbeek-Saint-Jean,50.8666,4.34014,Private room,25,6,5,2018-02-05,0.16,1,0
7486278,"Home away from home, European area",7815413,Fiona,,Ixelles,50.837,4.37418,Private room,35,2,3,2015-08-23,0.06,1,0
7486823,House - 2 rooms - BXL/Uccle,30953190,Théry,,Uccle,50.79804,4.32349,Entire home/apt,70,1,0,,,1,0
7488553,Du cardinal,36269143,François,,Saint-Josse-ten-Noode,50.84892,4.37808,Private room,30,1,0,,,1,0
7490935,Smartflats Gaité 401 - 2 Bedroom - City Center,2792958,Alex,,Bruxelles,50.84623,4.35134,Entire home/apt,114,1,71,2019-09-30,1.39,73,273
7491178,Smartflats Postiers 302 - 2 Bedroom - City Center,2792958,Alex,,Bruxelles,50.85152,4.35443,Private room,124,1,37,2019-10-30,0.76,73,244
7492162,Smartflats Monnaie 202 - 2 Bedrooms - City Center,2792958,Alex,,Bruxelles,50.85046,4.35304,Entire home/apt,124,1,23,2019-10-22,0.46,73,267
7492480,Smartflats Brusselian 102 - 2Bedroom - City Center,2792958,Alex,,Bruxelles,50.84756,4.35137,Entire home/apt,114,1,174,2019-10-06,3.37,73,280
7492605,Smartflats Brusselian 203 - 2bedroom - City Center,2792958,Alex,,Bruxelles,50.84758,4.34979,Entire home/apt,114,1,83,2019-11-04,1.68,73,307
7492956,Smartflats L42 501 - 2 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84634,4.36966,Entire home/apt,89,1,18,2019-02-23,0.35,73,272
7493133,Smartflats L42 503 - 1 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84563,4.3714,Entire home/apt,74,1,18,2019-04-03,0.51,73,324
7493306,Smartflats L42 602 - 1 Bedroom - EU Quarter,2792958,Alex,,Bruxelles,50.84576,4.37094,Entire home/apt,74,1,16,2019-07-13,0.63,73,307
7493759,"silence, green,cosy",39248034,Gerrit,,Uccle,50.80543,4.34296,Private room,69,1,1,2019-10-29,1,2,106
7495705,Beco House avec  3 Chambres Confort,39155608,Angele,,Ixelles,50.82204,4.38235,Private room,40,1,1,2015-09-04,0.02,4,0
7504757,appartement clartif et soyeux,39142601,Julien,,Bruxelles,50.81561,4.37538,Entire home/apt,52,2,1,2015-10-29,0.02,2,0
7507448,Colourful appartment in the historical center,32414421,Joeri,,Bruxelles,50.8517,4.34308,Entire home/apt,70,20,0,,,1,18
7508044,APPARTEMENT LUMINEUX AVEC JARDIN,39332477,AuGi,,Ixelles,50.83183,4.3691,Entire home/apt,50,1,0,,,1,0
7508072,Cosy flat (55m2) - St Gilles,7475069,Caroline,,Saint-Gilles,50.8316,4.34773,Entire home/apt,45,2,4,2015-08-24,0.08,2,0
7508950,Soft Skies- Duplex to rent (last floor),7713173,Florent,,Saint-Gilles,50.82644,4.35119,Entire home/apt,40,3,2,2016-07-24,0.05,1,0
7513785,Cosy room in a spacious house,39361410,Simon,,Woluwe-Saint-Lambert,50.84529,4.41266,Private room,55,1,0,,,1,0
7514050,Private room EU quarter MONTGOMERY,39366279,Florence,,Woluwe-Saint-Pierre,50.83574,4.41235,Private room,28,1,5,2015-09-04,0.10,1,0
7514365,Private room close to all amenities,39367982,Charlene,,Jette,50.87901,4.33421,Private room,34,1,0,,,1,0
7522661,Appartement 2 chambres terrasse,2828007,Eva,,Anderlecht,50.82829,4.28294,Entire home/apt,50,1,0,,,1,0
7523611,Lit une personne,16294194,Szymon,,Bruxelles,50.84626,4.33877,Private room,18,1,0,,,1,0
7537449,Cozy flat by a lovely park,9801832,Rami,,Etterbeek,50.83762,4.39346,Entire home/apt,65,1,16,2017-04-07,0.31,1,0
7555124,BECO PINKHouse  3 Chambres Confort,39155608,Angele,,Ixelles,50.82358,4.38073,Private room,30,1,85,2019-10-24,1.66,4,159
7556197,Room + breakfast + amazing panorama,7357293,Kristien,,Bruxelles,50.8596,4.35102,Private room,30,1,28,2017-12-24,0.53,1,0
7558448,Lumineux appartement de 68m2,39619614,Stephane,,Auderghem,50.81272,4.42306,Entire home/apt,50,1,0,,,1,0
7562219,2B LUXARY appt to be shared with me,2368660,Anastasios,,Etterbeek,50.83703,4.40533,Private room,43,1,0,,,2,0
7566219,Oustanding renovated flat near CEE,6623594,François,,Woluwe-Saint-Pierre,50.8374,4.40715,Entire home/apt,70,2,0,,,2,0
7570257,"Cozy room for long stay, ref 4-5",23082521,Serenia,,Schaerbeek,50.86088,4.36931,Private room,18,90,4,2017-10-14,0.09,83,322
7577142,appartement Cinquantenaire,39728208,Matthias,,Etterbeek,50.83831,4.38729,Private room,45,1,0,,,1,0
7589694,Appartement quartier Chatelain,18134314,Mohamed Amine,,Ixelles,50.82176,4.35653,Entire home/apt,250,3,2,2017-12-10,0.06,1,364
7590008,Duplex Penthouse 140 msq,26670361,Gaël,,Uccle,50.80592,4.36783,Entire home/apt,70,4,1,2015-08-21,0.02,1,0
7595870,Bedroom in,11703583,Valérie,,Ixelles,50.83376,4.35875,Private room,30,5,0,,,1,0
7596024,"Studio ""Praline"" near Grand-Place",39828266,Carol,,Bruxelles,50.84909,4.35115,Entire home/apt,65,21,5,2019-11-03,0.30,4,240
7596086,Chambre quartier résidentiel et calme,15054213,Olivier,,Woluwe-Saint-Pierre,50.82391,4.41572,Private room,50,2,22,2019-09-27,0.44,3,154
7596449,"Studio ""Caramel"" near Grand-Place",39828266,Carol,,Bruxelles,50.84911,4.35076,Entire home/apt,65,21,8,2019-11-14,0.26,4,323
7597348,appartement bruxelles,39840084,Maude,,Ixelles,50.80985,4.38642,Private room,35,7,0,,,1,0
7600689,Nice 20m2 Room In Bright Duplex,8231121,Jonathan,,Bruxelles,50.84822,4.34834,Private room,42,2,4,2018-02-28,0.08,1,0
7616905,APPARTEMENT 2 CH. NEUF ET LUMINEUX,39947035,Gaëtan,,Schaerbeek,50.87261,4.38589,Entire home/apt,75,1,0,,,1,0
7641189,Private room in duplex penthouse,16010106,Raphael,,Bruxelles,50.85008,4.34731,Private room,35,1,62,2016-08-15,1.20,1,0
7642413,Beautiful apartment next to a park,3288031,Nafisa,,Schaerbeek,50.86239,4.37636,Entire home/apt,47,1,36,2016-09-27,0.86,1,0
7649573,"Room with a view, Central Brussels",9964055,Ian,,Bruxelles,50.85276,4.34557,Entire home/apt,70,3,2,2016-03-30,0.04,1,0
7655614,Stravinsky - Near EU,15211106,Philippe,,Saint-Josse-ten-Noode,50.85132,4.37161,Entire home/apt,50,5,56,2019-11-02,1.19,4,84
7656206,Tasteful Modern Apartment close to all convenience,15295685,Johan,,Etterbeek,50.83465,4.40426,Entire home/apt,70,1,12,2018-11-05,0.47,1,0
7661932,Cosy flat in residential area,7804369,Sofie,,Schaerbeek,50.85979,4.38838,Entire home/apt,49,1,2,2015-08-18,0.04,1,0
7675009,Tansman - Near EU with Home-Cinema !,15211106,Philippe,,Saint-Josse-ten-Noode,50.85317,4.37094,Entire home/apt,45,5,41,2019-11-03,0.89,4,148
7675042,Mendelssohn - Near EU,15211106,Philippe,,Saint-Josse-ten-Noode,50.85243,4.37279,Entire home/apt,55,5,114,2019-11-04,2.27,4,172
7684087,Easy going & comfortable room,38694498,Stijn,,Bruxelles,50.89896,4.32982,Private room,49,1,64,2019-10-27,1.24,1,55
7704861,"Chambre dans nouveau duplex, Europe",40474891,Phillipe,,Bruxelles,50.8399,4.3794,Private room,48,1,287,2019-11-04,5.59,2,59
7705210,"Studio 1p for long term, EU-Schuman, ref 3S",23082521,Serenia,,Bruxelles,50.84849,4.37966,Private room,26,90,11,2016-09-30,0.21,83,322
7709438,MGN's Apartment,40499362,Martin,,Forest,50.82556,4.33784,Entire home/apt,60,2,6,2017-07-25,0.12,1,140
7714145,Room in Châtelain neighbourhood,40525966,Rosa Maria,,Ixelles,50.827,4.36131,Private room,33,2,2,2016-12-10,0.04,1,0
7715497,Central spacious apartment,40533997,Cecile,,Bruxelles,50.8551,4.35377,Entire home/apt,120,1,153,2019-11-04,5.32,3,305
7719828,Belle maison en liseré de la forêt,28214997,Merry,,Watermael-Boitsfort,50.7929,4.42089,Entire home/apt,75,1,0,,,1,0
7720073,"Studio near EU HQ, Schuman A2D",5583501,Mealea,,Bruxelles,50.84903,4.38683,Entire home/apt,49,1,66,2019-08-30,1.32,26,331
7721410,Chambre du Cosmos à Bruxelles,8761162,Chloé,,Etterbeek,50.82978,4.38848,Private room,30,7,4,2016-10-02,0.09,1,0
7723527,Charming Duplex fully furnished,40582351,Francesco,,Etterbeek,50.82898,4.39128,Entire home/apt,35,1,5,2018-06-26,0.10,1,231
7724743,"Flat (1-2 pers.) tv, wifi, balcony",39157809,Ilyas,,Woluwe-Saint-Lambert,50.85504,4.42649,Private room,30,1,0,,,1,0
7728769,Ravel - near EU,15211106,Philippe,,Saint-Josse-ten-Noode,50.85158,4.37257,Private room,40,2,264,2019-11-03,5.26,4,66
7730296,Chien Marin apartment in the heart of Brussels,40621105,Karina,,Bruxelles,50.85263,4.34638,Entire home/apt,90,1,401,2019-10-31,7.99,1,34
7730549,Bienvenue chez nous ! (Ixelles),23579393,Hedi,,Ixelles,50.81811,4.37868,Private room,40,1,10,2016-06-05,0.19,1,0
7730581,Affitto camera doppia per Agosto,40622827,Vito,,Ixelles,50.83553,4.3783,Private room,25,1,6,2015-09-01,0.12,1,0
7736341,Bright space in ♡ Brussels,37748699,Sébastien,,Ixelles,50.83335,4.37594,Entire home/apt,75,2,211,2019-11-02,4.11,1,342
7738438,Modern and Airy 1 BR Apt in Shuman & EU quarter,19427428,Sweet Inn,,Bruxelles,50.8431,4.37727,Entire home/apt,80,2,37,2019-11-09,0.79,67,349
7738562,Stately 1BR *EU District *Balcony *Elevator,19427428,Sweet Inn,,Bruxelles,50.8408,4.37889,Entire home/apt,85,2,32,2019-09-21,0.72,67,351
7738706,Luxury 1 BR Apartment with Balcony in EU Quarter,19427428,Sweet Inn,,Bruxelles,50.84064,4.37935,Entire home/apt,90,2,21,2019-07-28,0.49,67,350
7738804,Cozy 1 BR Apartment in the Heart of EU District,19427428,Sweet Inn,,Bruxelles,50.83934,4.37842,Entire home/apt,90,2,30,2019-11-11,0.62,67,346
7738971,Chic & Bright Modern 1BR Grand Place *Sleeps 4,19427428,Sweet Inn,,Bruxelles,50.85041,4.35511,Entire home/apt,95,2,30,2019-10-20,0.65,67,353
7739055,Chic & Bright 1BR Grand Place *Sleeps 4 *Elevator,19427428,Sweet Inn,,Bruxelles,50.85119,4.3543,Entire home/apt,95,2,16,2019-11-01,0.42,67,348
7739171,Funky Designer 2BR Apt Grand Place *Sleeps 6,19427428,Sweet Inn,,Bruxelles,50.85159,4.35726,Entire home/apt,95,2,45,2019-10-26,1.21,67,336
7739237,Funky Designer 2BR Apt Grand Place *Sleeps 5,19427428,Sweet Inn,,Bruxelles,50.85169,4.35464,Entire home/apt,120,2,18,2019-11-13,0.48,67,330
7744812,Charming house in Ixelles/Etterbeek,3810931,Andrew,,Etterbeek,50.83328,4.38364,Private room,32,2,1,2015-08-30,0.02,1,0
7752058,La Péniche,20106168,Anita,,Anderlecht,50.83011,4.3132,Private room,40,2,45,2019-11-11,0.89,1,306
7753522,Bright spacious apartment CENTER,14204197,Yoko,,Bruxelles,50.84888,4.34408,Entire home/apt,59,3,14,2018-09-06,0.27,2,0
7766275,Lovely app. 900m from Grand Place,14188803,Sven,,Bruxelles,50.84226,4.34024,Entire home/apt,70,1,7,2019-11-11,0.14,1,44
7772911,Chambre jaune,40886496,Jeanine,,Saint-Josse-ten-Noode,50.85273,4.37116,Private room,40,2,61,2019-09-13,1.23,1,229
7787005,The small garden of Flagey,40974912,Piter & Alba,,Ixelles,50.82605,4.37426,Entire home/apt,81,2,122,2019-11-17,2.36,1,346
7794342,"Room in Brussels, Parvis de Saint Gilles",41024992,Gerardo,,Saint-Gilles,50.83104,4.34191,Private room,25,4,8,2018-05-13,0.16,1,0
7803418,B&B des Etangs,41073385,Shu-June,,Ixelles,50.82551,4.37584,Private room,50,2,37,2019-10-13,1.19,1,323
7813884,DUPLEX  4A,41161396,Simon,,Bruxelles,50.85375,4.35779,Entire home/apt,186,2,35,2019-11-10,1.10,11,336
7816263,Beautiful appartment in the heart of Brussels,5763881,Elisa,,Bruxelles,50.84878,4.34566,Entire home/apt,48,5,13,2019-04-23,0.72,1,0
7818258,Spacieuse maison de style.,41160836,Jean-Michel,,Anderlecht,50.82438,4.29778,Entire home/apt,78,2,7,2016-09-27,0.14,1,1
7819049,Charming Double Bedroom (2 beds) near Gare du Midi,15218573,Albert & Joao,,Saint-Gilles,50.83214,4.333,Private room,35,2,76,2019-11-15,1.46,5,59
7819334,"Cozy, Charming and Central in BXL (2)",15218573,Albert & Joao,,Saint-Gilles,50.83153,4.33306,Private room,35,2,92,2019-11-14,1.79,5,40
7819676,Large furnished 5 bedroom downtown house,15218573,Albert & Joao,,Saint-Gilles,50.83162,4.3344,Entire home/apt,250,1,132,2019-11-17,2.59,5,182
7830273,Large apartment Avenue Louise,41234924,Andréa,,Saint-Gilles,50.83153,4.35746,Entire home/apt,39,2,28,2017-12-25,0.54,1,0
7832581,Bright studio in EU Quarter,7048271,Yannick,,Etterbeek,50.83277,4.38552,Entire home/apt,40,1,4,2016-08-15,0.09,1,0
7834092,"""Love nest"" in Saint-Gilles (Louise).",22224936,Renaud,,Saint-Gilles,50.83181,4.35355,Entire home/apt,69,2,122,2019-11-04,2.45,3,73
7834792,casa de la buena onda,24357232,Sara,,Bruxelles,50.8386,4.34593,Private room,40,3,82,2017-04-29,1.58,1,0
7834909,Double room with private bathroom,5057890,Karine,,Ixelles,50.83427,4.36687,Private room,65,2,75,2019-10-12,1.49,1,339
7836643,HAVEN OF PEACE IN SABLON,2620887,Marc,,Bruxelles,50.84155,4.35748,Entire home/apt,69,2,348,2019-11-17,6.74,1,240
7847523,Grande chambre lumineuse XL-Flagey,15664013,Nadine,,Ixelles,50.82772,4.37903,Private room,30,1,37,2017-04-29,0.72,2,0
7854616,Maison de Charme en plein centre,41390644,Sebastian,,Bruxelles,50.85147,4.35033,Entire home/apt,90,1,0,,,1,0
7864000,Typical and cosy flat in Brussels,14135614,Louise,,Saint-Gilles,50.82547,4.34487,Entire home/apt,60,3,14,2019-01-01,0.28,1,0
7865700,BRU@very chic near center,40056010,D & L,,Uccle,50.80754,4.35569,Private room,43,2,59,2019-11-11,1.14,2,177
7866936,Spacious room in Brussels,41458047,Baden,,Koekelberg,50.86554,4.31473,Private room,39,2,143,2019-11-11,2.77,1,66
7883232,Urban Flat in EU district,3449031,Thomas,,Bruxelles,50.83703,4.3787,Entire home/apt,75,3,39,2018-08-17,0.83,1,50
7895231,A big bedroom on the first floor,6090313,Marianne,,Uccle,50.7841,4.33303,Private room,25,2,47,2019-11-08,0.93,2,300
7905489,Wonderful duplex in Schuman,41686952,Carmen,,Etterbeek,50.83774,4.38703,Private room,30,1,5,2016-01-31,0.10,2,0
7907742,Family home in green part of Brussels,2751796,Edouard,,Auderghem,50.81277,4.4344,Entire home/apt,169,4,3,2019-06-30,0.13,1,0
7910307,"Spacious & Bright apartment, Heart of Brussels",29292486,Sébastien,,Saint-Gilles,50.83244,4.34592,Entire home/apt,83,18,39,2019-10-13,0.76,1,147
7912905,Charmant appartement / Cosy appart.,41724032,Christophe,,Etterbeek,50.82827,4.38447,Entire home/apt,50,5,16,2019-04-23,0.31,1,0
7916460,Beautiful bedroom on Avenue Molière,25900152,Christy,,Ixelles,50.81503,4.35102,Private room,40,2,3,2019-06-19,0.06,1,322
7916953,Prestigious Duplex Avenue Louis Lepoutre,41737332,Garrick,,Ixelles,50.82002,4.35908,Entire home/apt,85,5,0,,,1,0
7918197,Unique !  next to the GRAND PLACE,41752723,Justine,,Bruxelles,50.84608,4.35337,Private room,40,3,0,,,2,0
7930137,Appart 2 ch. Jette: quartier mercure,41816877,Nelly,,Jette,50.89256,4.31517,Entire home/apt,50,30,16,2019-04-30,0.32,1,353
7931688,Chambre en colocation,752504,Robert,,Etterbeek,50.83919,4.38344,Private room,450,1,0,,,1,0
7943562,Nice room in an apartment,1144478,Mélanie,,Etterbeek,50.83075,4.38152,Private room,35,3,1,2015-09-23,0.02,1,0
7951776,New appartment at 5min from centre,41932564,Jackie,,Anderlecht,50.84736,4.33335,Entire home/apt,80,1,19,2016-03-22,0.38,1,0
7961995,Well located appart with terrace,25232267,Timothée,,Saint-Gilles,50.83353,4.35185,Entire home/apt,65,2,2,2015-11-02,0.04,2,0
7964393,Lovely downtown studio-flat,42019592,W,,Bruxelles,50.84455,4.34197,Entire home/apt,45,1,369,2019-11-03,7.17,1,203
7974210,"Beautiful Rooms  Lake,Foreist View",7138669,Leechen,,Woluwe-Saint-Pierre,50.82393,4.43549,Private room,38,2,88,2019-10-10,1.75,5,137
7976252,COMIC ART FLAT - CITY CENTRE - ST GERY,11573375,City Flats,,Bruxelles,50.84695,4.34457,Entire home/apt,90,2,346,2019-10-30,6.81,6,149
7977741,Room at the Centre Bruxelles,42105196,Fabio,,Bruxelles,50.85712,4.35281,Private room,45,2,279,2019-11-19,5.43,2,306
7992358,***** Fabulous 4 bedrooms: 180 m2 in Heart of Bxl,12612283,Aude,,Bruxelles,50.83764,4.3601,Entire home/apt,295,2,132,2019-11-11,3.00,1,295
7997565,Nice apartment in city center,33426390,Maïa,,Bruxelles,50.83449,4.35202,Entire home/apt,50,5,9,2018-12-29,0.18,1,0
8002196,Apartment 2B,41161396,Simon,,Bruxelles,50.85387,4.35594,Entire home/apt,89,2,10,2019-02-12,0.20,11,316
8002441,Apartment 3B,41161396,Simon,,Bruxelles,50.8542,4.35661,Entire home/apt,80,2,54,2019-11-01,1.07,11,322
8002531,Studio 1A,41161396,Simon,,Bruxelles,50.85485,4.35613,Entire home/apt,79,2,16,2019-09-23,0.32,11,328
8007273,Lovely Duplex with terrasse @Louise,42275274,Arnaud,,Saint-Gilles,50.83405,4.35187,Entire home/apt,53,2,1,2015-09-09,0.02,1,0
8022514,Botanique & Center one BR appart. 1-4p,23082521,Serenia,,Schaerbeek,50.85863,4.36942,Private room,35,90,12,2016-03-22,0.24,83,309
8027229,"Quiet apartment 1-2p, near  Schuman, Jww0G",23082521,Serenia,,Bruxelles,50.84753,4.38016,Private room,45,90,19,2018-01-02,0.41,83,269
8038316,(NEW!) 110 sq meters flat - EU Area,42449229,Catherine,,Bruxelles,50.84686,4.37185,Entire home/apt,95,4,6,2019-07-31,0.80,1,0
8043815,Chambre matrimoniale à côté de la Grand-Place,37012889,Nathalie,,Bruxelles,50.84549,4.35209,Private room,70,2,35,2019-10-24,1.67,1,65
8067654,Typique Appartement Bruxellois,42612030,Vanille,,Bruxelles,50.84474,4.34283,Entire home/apt,50,5,70,2019-10-10,1.66,1,0
8076049,One bedroom 8 min to EU Parliament,25797479,Stanislava,,Ixelles,50.83473,4.3707,Private room,27,1,0,,,1,0
8076204,Spacious room with private bathroom,42659662,Jos,,Saint-Gilles,50.83077,4.34032,Private room,50,2,125,2019-06-30,2.76,1,79
8079600,Studio pour 1 personne super équipé N3,20060045,Samy,,Bruxelles,50.85199,4.34788,Entire home/apt,45,1,141,2019-11-05,2.81,11,333
8085005,Cosy room in a nice house share!,42699642,Mathilde,,Ixelles,50.83183,4.36841,Private room,27,3,2,2017-01-14,0.04,1,0
8085499,Family flat 15 min from center by M,29649836,Grégory,,Etterbeek,50.83581,4.40321,Entire home/apt,79,2,1,2015-11-02,0.02,1,0
8095338,BECO Blue and Blue House 3 chambres confort,39155608,Angele,,Ixelles,50.82319,4.38075,Private room,25,1,93,2019-11-05,1.82,4,329
8098709,Appartement petite louize,26740273,Vince,,Saint-Gilles,50.83364,4.35332,Entire home/apt,49,5,52,2019-10-23,1.02,3,158
8100487,Studio near Tour&Taxi #15,7697820,"Dan, Alice & Konrad",,Bruxelles,50.87514,4.3474,Entire home/apt,35,2,95,2019-11-02,1.94,5,322
8110802,Peaceful House for Vegetarians,25124414,Luis,,Woluwe-Saint-Lambert,50.85319,4.43598,Private room,50,3,0,,,1,0
8117096,Bedroom&Livingroom in Brussels Laken near Atomium.,31196744,Flora,,Bruxelles,50.87352,4.34011,Private room,30,2,5,2017-01-03,0.13,1,0
8122297,Cosy rooftop apartment with view,42892060,Florian,,Schaerbeek,50.87744,4.37984,Entire home/apt,40,6,0,,,1,0
8123622,Sunny  comfortable room,1871268,Saliha,,Schaerbeek,50.86762,4.36699,Private room,50,2,44,2019-11-03,0.93,1,345
8127197,Bruxelles - Aurore à la Cambre,42838135,Tiziana,,Bruxelles,50.81942,4.37164,Entire home/apt,35,3,205,2019-08-11,4.00,1,48
8136785,Cosy & bright apartment,35051314,Ursula,,Ixelles,50.81864,4.36133,Entire home/apt,55,3,98,2019-11-11,2.17,2,343
8141433,Chambre dans maison sympa,8847517,Charles,,Schaerbeek,50.85819,4.38238,Private room,27,1,0,,,1,0
8148124,GRAND PLACE EXCEPTIONNEL DUPLEX,24898757,Fiammetta,,Bruxelles,50.84826,4.35533,Private room,60,4,0,,,1,0
8160439,Luminous apartment close to centre,30137222,Alison,,Molenbeek-Saint-Jean,50.86666,4.34145,Entire home/apt,80,2,0,,,1,0
8166881,Great flat in the heart of Brussels,43103507,Liz,,Bruxelles,50.85394,4.3501,Entire home/apt,35,5,1,2015-09-06,0.02,1,0
8179598,Chambre libre dans colocation,43160693,Antoine,,Forest,50.8255,4.33773,Private room,25,15,0,,,1,0
8183355,Appartement cosy près du centre,43170865,Lio & Lena,,Etterbeek,50.82941,4.38642,Entire home/apt,50,2,1,2015-09-22,0.02,1,0
8197767,Emile Max Sleep-over,24487851,Noémie,,Schaerbeek,50.8485,4.39117,Private room,20,2,4,2017-01-27,0.10,2,0
8205190,Bright Appartment in Brussels,26241297,Adam,,Woluwe-Saint-Lambert,50.84664,4.41499,Entire home/apt,60,2,0,,,1,0
8209522,Cool apartment with view on garden,13222305,Kathleen,,Forest,50.82055,4.34017,Entire home/apt,55,5,8,2015-11-03,0.16,1,0
8216849,Studio near EU HQ-City Center - A2G,5583501,Mealea,,Bruxelles,50.8508,4.38613,Entire home/apt,65,1,10,2019-08-10,0.20,26,239
8218009,B&B@B - Art deco between Atomium and Grand-place,43014285,Mathieu,,Bruxelles,50.87389,4.34308,Private room,90,2,66,2019-10-24,1.29,1,79
8218467,Charming CITY CENTER appartement,43336949,Edouard,,Bruxelles,50.84322,4.3432,Entire home/apt,200,20,27,2016-06-13,0.53,1,322
8233397,Studio near Tour&Taxi #2,7697820,"Dan, Alice & Konrad",,Bruxelles,50.87491,4.34807,Entire home/apt,35,4,96,2019-08-27,1.94,5,322
8235482,Penthouse with an amazing view,10146603,David,,Saint-Gilles,50.82589,4.34422,Entire home/apt,140,2,0,,,1,0
8259203,Spacious bright apartment,14227852,Maïté,,Schaerbeek,50.84879,4.39647,Entire home/apt,40,1,12,2017-06-18,0.24,1,0
8259421,Luxurious Apartment in City Center,19741006,Andrea,,Bruxelles,50.85289,4.3637,Entire home/apt,57,3,77,2019-11-04,1.64,2,51
8259601,Petit appart cosy et confortable,4334076,Colienne,,Saint-Gilles,50.82495,4.34045,Entire home/apt,62,3,35,2019-02-24,0.69,1,0
8260726,Nice renovated apartment,16522140,Adrien,,Jette,50.86979,4.32543,Entire home/apt,52,3,0,,,1,0
8261576,BECO greenHouse 3 chambres confort,39155608,Angele,,Ixelles,50.8233,4.38249,Private room,30,1,88,2019-11-02,1.73,4,132
8261965,JETTE DUPLEX 2 CHAMBRES,4369874,Chantal,,Jette,50.87416,4.32715,Entire home/apt,90,4,43,2019-11-04,0.85,1,334
8264521,Across the Royal Palace (Room 1)!,13701712,Leo,,Bruxelles,50.87922,4.35345,Private room,26,1,273,2019-11-02,5.38,5,153
8265334,"Studio 1p, EU-Schumann, ref w1m",23082521,Serenia,,Bruxelles,50.84912,4.38011,Private room,37,90,5,2016-10-30,0.10,83,353
8267269,Room nearby the European quarter,8006428,Fabien,,Etterbeek,50.83674,4.39564,Private room,28,1,7,2015-10-01,0.14,1,0
8269911,Barrière and Parvis St Gilles,42115543,Xavier,,Saint-Gilles,50.82792,4.34399,Entire home/apt,46,1,237,2019-11-17,5.17,2,42
